month,brand_media_std,base_sales_std,awareness_std,consideration_std,equilibrium_error_true
2018-07-01,1.863322839394196,-0.2604731653999486,-0.014193588507067673,-0.2136341961363435,-0.1764753642226344
2018-08-01,-1.1303725730132006,-0.2674010493873362,-0.10443306601900859,-0.3465884914681597,-0.07821358446112478
2018-09-01,0.4338639287573019,-0.34457500053473683,-0.15417665862408775,-0.364143739798839,-0.11690986349948614
2018-10-01,1.738315877469831,-0.34783395321226107,-0.0642990085700572,-0.38097478636470894,-0.17269842241407576
2018-11-01,-0.35867143327843765,-0.20573201549745443,-0.12147538045023823,-0.27961235435471365,-0.02890869418064981
2018-12-01,-0.6589905852737634,-0.23954088206542212,-0.3223540751342215,-0.4034833107582929,0.11120842553722436
2019-01-01,0.0628443708959679,-0.3664758911061999,-0.4708034716444881,-0.5193891119762174,0.12133255465439349
2019-02-01,0.27777848406430516,-0.4718184465127261,-0.4221728013252308,-0.4680588754714667,-0.03358551923631276
2019-03-01,0.4182448240431898,-0.4907566362361109,-0.5397541886024206,-0.48932794867988655,0.03134836839342284
2019-04-01,-0.5617776551842276,-0.593008188576259,-0.7549836238841366,-0.5999452772986857,0.1077120140029698
2019-05-01,-0.814149323883205,-0.6345371387241989,-0.706216317062964,-0.7212218326424282,0.0769311087915775
2019-06-01,-0.6211251861924642,-0.6767770951654112,-0.7008495386200605,-0.7736253235103538,0.049543968166251964
2019-07-01,-1.0319615406402636,-0.7187199557478561,-0.9697176330285869,-1.0149732383118728,0.26683713912988094
2019-08-01,0.09453529748195535,-0.8659324638834064,-0.9658868819829093,-1.0790279304926702,0.13955378507791924
2019-09-01,-1.2610709080887732,-0.9977845871438475,-0.991881355660686,-1.161575957281577,0.05348987908415034
2019-10-01,0.09115566263828763,-0.9622628177063834,-0.9040573168577379,-1.1486503197345028,0.02740205015822221
2019-11-01,-0.39573541950750624,-0.9052999140339542,-0.9049601806121662,-1.2201237032270682,0.10996749949342771
2019-12-01,-0.6111483280127014,-0.910085564274879,-0.9656085497217599,-1.307569466446785,0.1752093063006397
2020-01-01,-1.6257785282385382,-0.9831508926762904,-1.0867180370951384,-1.3840297484680584,0.20762624339936997
2020-02-01,0.5156073417675819,-1.1444427928971672,-1.0139643407868604,-1.4144958931107035,0.00970759120303826
2020-03-01,-0.9570849630493427,-1.0972801798544525,-1.1677566184667187,-1.5473057676041226,0.20331864081035766
2020-04-01,-1.2977678621070499,-1.1981896852660654,-1.2239971913260967,-1.6644090613757079,0.17995166057739523
2020-05-01,-0.46490182780103506,-1.2927103925074581,-1.1936118728463934,-1.6201662985853398,0.050195529347566444
2020-06-01,0.5913556212761961,-1.3284797466804152,-1.2617577876344495,-1.6254146496362416,0.060557942654661495
2020-07-01,-0.06577533909847694,-1.2762749086951883,-1.2252271673705513,-1.6679097375395895,0.10389115823452628
2020-08-01,-0.7387187795793232,-1.4549928346486871,-1.2862849217079206,-1.615389549810413,-0.053521293104894174
2020-09-01,-2.0667787153517967,-1.4200040105763883,-1.371316964793232,-1.691210462342807,0.06327567835919497
2020-10-01,0.7778532776816212,-1.4054599449116332,-1.29051941125093,-1.683400181800915,0.022567736031791505
2020-11-01,0.402978969459919,-1.3503667013771814,-1.2742091423769342,-1.702793327142681,0.0738469056677641
2020-12-01,-0.7638450593231292,-1.4060141833152446,-1.2553036509799969,-1.7002219171997008,0.005010860841648563
2021-01-01,2.1391554276950218,-1.4066113679831547,-0.9817423400352987,-1.4885164017585701,-0.247498106344711
2021-02-01,2.0367313082640424,-1.373926945253423,-0.7577551293227657,-1.305848377393262,-0.42433917910598373
2021-03-01,3.5930135583395035,-1.2654548728416335,-0.4942019816028418,-1.0353377145765943,-0.5818553846979784
2021-04-01,1.7642825830937776,-1.0503324244581012,-0.3573700307208175,-0.8933113607315266,-0.5053829282335354
2021-05-01,0.35143321268620514,-0.8483059350562768,-0.297782482131842,-0.8111979525418505,-0.37082803828093186
2021-06-01,-0.3278830715632966,-0.6249878652396492,-0.3215795873070316,-0.9000081803033109,-0.1009582703839199
2021-07-01,-1.1204057071936515,-0.5881636129478819,-0.3632394268798914,-0.9408666700002951,-0.022754650975849194
2021-08-01,-0.14232898777282849,-0.4681333449107729,-0.40308343308626643,-0.8697161308056064,0.09827153237726252
2021-09-01,0.26055732383390745,-0.47656666444661,-0.40056015709060777,-0.8192009242336651,0.07051776114406781
2021-10-01,0.5879770879314936,-0.4408872555733011,-0.3652178344178717,-0.7450627744665517,0.057276307861608575
2021-11-01,-1.720684689444598,-0.515938337916915,-0.5531136216623225,-0.8084950559868986,0.1265587857590091
2021-12-01,0.38253725789593773,-0.7149851038759321,-0.6370911890750819,-0.7584761149251396,-0.03540919075333
2022-01-01,0.6813443617850461,-0.7960501210040288,-0.5811315427354149,-0.7183750698422369,-0.16688334378122624
2022-02-01,-0.6851440161738429,-0.7052441964926843,-0.5981980864317936,-0.6785175541490895,-0.07893429635983713
2022-03-01,-0.40801227859143574,-0.6850975420902193,-0.6781230000794476,-0.7328986982062731,0.012196952333617167
2022-04-01,-0.425143730569563,-0.661955700877761,-0.7990431318559328,-0.773060971065981,0.12799367470168865
2022-05-01,0.7451516815335059,-0.7071089810464959,-0.7249567291564556,-0.7911794538333481,0.04102570174687205
2022-06-01,0.30793269923063354,-0.8525908118050991,-0.6350819241759583,-0.7467967907946033,-0.17840868431261508
2022-07-01,0.863285059531861,-0.7724102375091895,-0.675350600473286,-0.7391261271813075,-0.07473820268809594
2022-08-01,-0.49595914167936067,-0.7691684152705165,-0.7596943404949281,-0.7943982111950685,0.002672279969460749
2022-09-01,-0.1316463958050602,-0.7201540610399995,-0.9267781712843786,-0.8611447521058206,0.1836524135318838
2022-10-01,0.17425997708957447,-0.7175080244081581,-0.8354235111749945,-0.9735930569414122,0.16627482778508262
2022-11-01,-0.7079995930945022,-0.8187170274486286,-0.9911516495121547,-1.083074005119776,0.2046074465261935
2022-12-01,-1.2384876490368433,-0.984978988703684,-1.1317375122105673,-1.1409402467053624,0.14997948058006152
2023-01-01,1.7489270255436236,-1.0739762493220957,-1.1039394928590474,-1.0211602319494395,0.0009905022185889062
2023-02-01,2.319051010562995,-1.1166050821896476,-0.8990251035954056,-0.8494718534045702,-0.23492361616103444
2023-03-01,1.5019280025927693,-1.027427686014752,-0.7032926865523187,-0.5976362115306928,-0.36111476572000234
2023-04-01,1.1917053261915778,-0.9369765022881598,-0.6171858034458374,-0.5536669253326229,-0.3420223061819474
2023-05-01,0.07908925054413546,-0.8124541348560865,-0.6655951551138506,-0.5077443548898909,-0.20210675982062185
2023-06-01,0.1125357744838934,-0.6560486914556067,-0.6421509666034759,-0.49840238269741693,-0.06420972921925146
2023-07-01,-0.7057306382917068,-0.5651972011379482,-0.6525841949534511,-0.5230114147551151,0.042036520746085285
2023-08-01,1.9315936691983875,-0.5851085231688694,-0.36925335650905494,-0.41148177266467006,-0.2010752210053492
2023-09-01,-0.6227210693727292,-0.5487614512854118,-0.43810773413720083,-0.390733248950892,-0.12723478696341903
2023-10-01,-0.6426362592147847,-0.5519115168739332,-0.4668406509216289,-0.4460689993928138,-0.09234094398738965
2023-11-01,0.5419156029239108,-0.603213980583773,-0.46241259268871543,-0.3739405842866992,-0.1717665908357632
2023-12-01,-0.04086202622641425,-0.5703437385943433,-0.40354472575131073,-0.40993428006552857,-0.16456266883305634
2024-01-01,0.9160502405990166,-0.43841434425165315,-0.24316666814863497,-0.35137072938269653,-0.15737625467109662
2024-02-01,-1.6132268453470509,-0.2672655417312918,-0.23240301684127143,-0.4905814839058955,0.055499938582598066
2024-03-01,-0.21561112252790887,-0.27868206081875635,-0.20204296146001935,-0.5036587013742991,0.02892640961126091
2024-04-01,-0.9919340381400616,-0.19680814929023038,-0.3543602769781161,-0.5371349224381673,0.22152325359890365
2024-05-01,0.10954712190113292,-0.3523231600236607,-0.33789397145861444,-0.48653501526103454,0.037595176765800764
2024-06-01,-1.2987062953089554,-0.3844636873039242,-0.4535748113781728,-0.5619020593663555,0.1070256608701125
2024-07-01,0.197830465743908,-0.4337828227343113,-0.4999551478593869,-0.5757517913776755,0.09270115035647662
2024-08-01,-1.0773209835636524,-0.45987077616973887,-0.6450333331429737,-0.6536396479275459,0.18817476714783515
2024-09-01,0.14919730120996788,-0.40645793329111746,-0.7155348740260159,-0.6600745816607434,0.28966583840705307
2024-10-01,-1.0793482153960665,-0.39940661899548957,-0.72380344595968,-0.5262216096303534,0.25524318424892617
2024-11-01,-0.44501882887767036,-0.5070820217785368,-0.7142032575886861,-0.6057338204560523,0.16915693281372748
2024-12-01,0.09234025301179766,-0.5443384894983088,-0.7995731136130717,-0.5691267342546668,0.17457839133932118
