month,brand_media_std,base_sales,awareness,consideration,base_sales_std,awareness_std,consideration_std
2023-10-01,1.5079449680482506,1826388.3177889457,54.29226764085463,31.286312026443728,0.1466017654941434,0.04496425243917407,-0.14273759471125413
2023-11-01,1.1150102325206834,1839414.730954817,55.383949190680276,32.0835998487475,0.2189707275267615,0.21291526010465775,0.016719969749499245
2023-12-01,0.20045864549458645,1845247.4540823102,55.242295326337135,33.01615453265931,0.25137474490172274,0.19112235789802096,0.20323090653186082
2024-01-01,-0.871573864602532,1815386.032722694,50.94731718272338,32.10871581461001,0.08547795957052276,-0.4696435103502488,0.021743162922001846
2024-02-01,-0.1178335031159297,1801412.9070536965,51.82462662748182,31.57556725383567,0.007849483631647447,-0.33467282654125863,-0.08488654923286613
2024-03-01,0.19745904412846182,1786189.2070513177,53.540411471280386,31.77594325104449,-0.07672662749267987,-0.07070592749532566,-0.04481134979110154
2024-04-01,-0.30993279837566606,1815366.8128999695,53.53022596212814,32.06148410773308,0.0853711827776083,-0.07227292890336276,0.012296821546616071
2024-05-01,2.1481939623102817,1829743.229819003,55.64344269609833,33.57490828351933,0.16524016566112762,0.2528373378612815,0.31498165670386546
2024-06-01,1.1698480810690637,1794334.8249138042,58.360381959359614,34.09250424478208,-0.03147319492331052,0.6708279937476325,0.4185008489564161
2024-07-01,0.11551271859236244,1862172.8959480328,57.832002930171335,33.535074925182954,0.3454049774890709,0.5895389123340515,0.3070149850365902
2024-08-01,-0.27156314429439704,1858983.9368807515,56.75889362432682,35.4148833196761,0.3276885382263976,0.42444517297335654,0.6829766639352198
2024-09-01,-1.3781212849161486,1867877.6545836208,55.892689024282504,34.99280344925199,0.3770980810201161,0.2911829268126934,0.5985606898503971
2024-10-01,-1.6513923698281716,1874818.019180995,53.54106990496546,33.735458620792095,0.4156556621166391,-0.07060463000531372,0.3470917241584185
2024-11-01,-0.9383865109889911,1875225.8529859777,51.97337514966435,33.435491544621264,0.41792140547765305,-0.31178843851317695,0.2870983089242527
2024-12-01,-1.2763187580987116,1833855.6927703456,53.38401626045092,33.64765435774436,0.18808718205747527,-0.09476672916139711,0.329530871548871
